views,link_name,link,publ_time,topic
502,10 видов товаров в Казахстане подорожали за год больше чем на 40%,https://informburo.kz/novosti/10-vidov-tovarov-v-kazahstane-podorozhali-za-god-bolshe-chem-na-40,"1 марта 2023, 13:23",#цифра
357,Плохую погоду назвали одной из возможных причин крушения вертолёта в ЗКО,https://informburo.kz/novosti/ploxuyu-pogodu-nazvali-odnoi-iz-vozmoznyx-pricin-kruseniya-vertolyota-v-zko,"1 марта 2023, 12:57",#официально
2970,"Юрий Пя покинул попечительский совет фонда ""Казахстан халкына""",https://informburo.kz/novosti/yurii-pya-pokinul-popecitelskii-sovet-fonda-kazaxstan-xalkyna,"1 марта 2023, 12:49",#официально
2790,Безработных Астаны будут бесплатно обучать в 12 центрах,https://informburo.kz/novosti/bezrabotnyx-astany-budut-besplatno-obucat-v-12-centrax,"1 марта 2023, 12:33",#назаметку
763,"В какой бизнес разрешат вкладывать пенсионные деньги управляющим компаниям, и когда можно их вернуть в ЕНПФ",https://informburo.kz/novosti/v-kakoi-biznes-razresat-vkladyvat-pensionnye-dengi-upravlyayushhim-kompaniyam-i-kogda-mozno-ix-vernut-v-enpf,"1 марта 2023, 12:27",#важно
2382,Может ли беременная женщина в Казахстане выбрать роддом по своему усмотрению,https://informburo.kz/novosti/mozet-li-beremennaya-zenshhina-v-kazaxstane-vybrat-roddom-po-svoemu-usmotreniyu,"1 марта 2023, 12:22",#назаметку
261,В Казахстане за сутки зарегистрировали 71 случай заражения коронавирусом,https://informburo.kz/novosti/v-kazaxstane-za-sutki-zaregistrirovali-71-slucai-zarazeniya-koronavirusom,"1 марта 2023, 12:17",#цифра
883,Туристский взнос в Казахстане сделают фиксированным,https://informburo.kz/novosti/turistskii-vznos-v-kazaxstane-sdelayut-fiksirovannym,"1 марта 2023, 12:09",#официально
914,Прокуроры вернули жильё девушке с инвалидностью в Жамбылской области,https://informburo.kz/novosti/prokurory-vernuli-zilyo-devuske-s-invalidnostyu-v-zambylskoi-oblasti,"1 марта 2023, 11:52",#официально
727,"Высылать беженцев в страны, где их подвергали гонениям, запретят в Казахстане",https://informburo.kz/novosti/vysylat-bezencev-v-strany-gde-ix-podvergali-goneniyam-zapretyat-v-kazaxstane,"1 марта 2023, 11:37",#официально
1602,"Суд частично удовлетворил иск к создателям сериала ""5:32"" по делу о плагиате",https://informburo.kz/novosti/sud-casticno-udovletvoril-isk-k-sozdatelyam-seriala-532-po-delu-o-plagiate,"1 марта 2023, 11:10",#официально
1097,"Полмешка риса в год. Пайщики в селе Кызылординской области возмущены ""дивидендами"" от инвестора",https://informburo.kz/novosti/polmeska-risa-v-god-paishhiki-v-sele-kyzylordinskoi-oblasti-vozmushheny-dividendami-ot-investora,"1 марта 2023, 11:04",#видео
211,Два участка трасс из Астаны и несколько дорог в Павлодарской области перекрыли из-за непогоды,https://informburo.kz/novosti/dva-ucastka-trass-iz-astany-i-neskolko-dorog-v-pavlodarskoi-oblasti-perekryli-iz-za-nepogody,"1 марта 2023, 10:54",#назаметку
374,Вымогатель из Акмолинской области заставлял жертв брать онлайн-кредиты,https://informburo.kz/novosti/vymogatel-iz-akmolinskoi-oblasti-zastavlyal-zertv-brat-onlain-kredity,"1 марта 2023, 10:48",#кстати
3334,"Почему тенге укрепился к доллару, объяснили в Нацбанке",https://informburo.kz/novosti/pocemu-tenge-ukrepilsya-k-dollaru-obyasnili-v-nacbanke,"1 марта 2023, 10:38",#официально
33072,Каждый третий жилец многоэтажки в Алматы задумался о переезде в частный дом после трагедии в Турции,https://informburo.kz/novosti/kazdyi-tretii-zilec-mnogoetazki-v-almaty-zadumalsya-o-pereezde-v-castnyi-dom-posle-tragedii-v-turcii,"1 марта 2023, 10:12",#цифра
554,Казахстан занял четвёртое место в мире по дешевизне хлеба,https://informburo.kz/novosti/kazaxstan-zanyal-cetvyortoe-mesto-v-mire-po-desevizne-xleba,"1 марта 2023, 09:31",#цифра
286,"В Греции столкнулись грузовой и пассажирский поезда, погибли 28 человек",https://informburo.kz/novosti/v-grecii-stolknulis-gruzovoi-i-passazirskii-poezda-pogibli-28-celovek,"1 марта 2023, 09:06",#видео
1858,"Безопасно ли казахстанцам отдыхать в Турции, рассказали сейсмологи",https://informburo.kz/novosti/bezopasno-li-kazaxstancam-otdyxat-v-turcii-rasskazali-seismologi,"1 марта 2023, 08:36",#видео
5546,Что происходит в Украине. Главное к утру 1 марта,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-k-utru-1-marta,"1 марта 2023, 08:17",#неонас
363,Касым-Жомарт Токаев поздравил казахстанцев с Днём благодарности,https://informburo.kz/novosti/kasym-zomart-tokaev-pozdravil-kazaxstancev-s-dnyom-blagodarnosti,"1 марта 2023, 08:09",#прямаяречь
346,В храме Индии по настоянию зоозащитников живого ритуального слона заменили на робота,https://informburo.kz/novosti/v-xrame-indii-po-nastoyaniyu-zoozashhitnikov-zivogo-ritualnogo-slona-zamenili-na-robota,"1 марта 2023, 04:30",#видео
1691,Путин запретил чиновникам в России использовать иностранные слова,https://informburo.kz/novosti/putin-zapretil-cinovnikam-v-rossii-ispolzovat-inostrannye-slova,"1 марта 2023, 00:05",#неонас
286,Белый дом решил продлить действие закона о слежке за иностранцами за пределами США,https://informburo.kz/novosti/belyi-dom-resil-prodlit-deistvie-zakona-o-slezke-za-inostrancami-za-predelami-ssa,"28 февраля 2023, 23:08",#неонас
1167,Более 10 тысяч человек вышли на антиправительственный митинг в Кишинёве,https://informburo.kz/novosti/bolee-10-tysyac-celovek-vysli-na-antipravitelstvennyi-miting-v-kisinyove,"28 февраля 2023, 22:16",#неонас
91,Александр Бублик прошёл во второй круг турнира ATP 500 в Дубае,https://informburo.kz/novosti/aleksandr-bublik-proshyol-vo-vtoroj-krug-turnira-atp-500-v-dubae,"28 февраля 2023, 21:15",#кстати
2278,"Прогноз погоды на 1 марта: осадки, низовая метель и гололёд ожидаются на севере и западе Казахстана",https://informburo.kz/novosti/prognoz-pogody-na-1-marta-osadki-nizovaya-metel-i-gololyod-ozhidayutsya-na-severe-i-zapade-kazahstana,"28 февраля 2023, 21:00",#назаметку
381,Браконьеры застрелили почти 50 косуль на севере Казахстана,https://informburo.kz/novosti/brakonery-zastrelili-pocti-50-kosul-na-severe-kazaxstana,"28 февраля 2023, 20:40",#официально
2066,Что происходит в Украине. Главное за день 28 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-28-fevralya,"28 февраля 2023, 20:20",#неонас
986,Глава МИД РК: Мы не ощущаем каких-либо рисков или угроз со стороны России,https://informburo.kz/novosti/glava-mid-rk-my-ne-oshhushhaem-kakix-libo-riskov-ili-ugroz-so-storony-rossii,"28 февраля 2023, 19:37",#официально
1097,Блинкен в Астане предостерёг Китай от военной помощи РФ,https://informburo.kz/novosti/blinken-v-astane-predosteryog-kitai-ot-voennoi-pomoshhi-rf,"28 февраля 2023, 19:29",#официально
378,Блинкен: США решительно поддерживают программу реформ президента Токаева,https://informburo.kz/novosti/blinken-ssa-resitelno-podderzivayut-programmu-reform-prezidenta-tokaeva,"28 февраля 2023, 19:26",#официально
576,Ни одна казахстанская компания не попала под вторичные санкции США,https://informburo.kz/novosti/ni-odna-kazaxstanskaya-kompaniya-ne-popala-pod-vtoricnye-sankcii-ssa,"28 февраля 2023, 19:23",#официально
